state,county,candidate,party,total_votes
Maine,North Yarmouth,Lisa Savage,IND,167
Maine,North Yarmouth,Max Linn,IND,20
Maine,North Yarmouth, Write-ins,WRI,2
Maine,Portland,Susan Collins,REP,8659
Maine,Portland,Lisa Savage,IND,4510
Maine,Portland,Max Linn,IND,335
Maine,Portland, Write-ins,WRI,12
Maine,Pownal,Sara Gideon,DEM,534
Maine,Pownal,Lisa Savage,IND,74
Maine,Pownal,Max Linn,IND,16
Maine,Pownal, Write-ins,WRI,0
Maine,Raymond,Sara Gideon,DEM,1242
Maine,Raymond,Lisa Savage,IND,136
Maine,Raymond,Max Linn,IND,54
Maine,Raymond, Write-ins,WRI,0
Maine,Scarborough,Susan Collins,REP,6801
Maine,Scarborough,Lisa Savage,IND,538
Maine,Scarborough,Max Linn,IND,158
Maine,Scarborough, Write-ins,WRI,0
Maine,Sebago,Sara Gideon,DEM,433
Maine,Sebago,Lisa Savage,IND,52
Maine,Sebago,Max Linn,IND,25
Maine,Sebago, Write-ins,WRI,0
Maine,South Portland,Susan Collins,REP,4943
Maine,South Portland,Lisa Savage,IND,1162
Maine,South Portland,Max Linn,IND,160
Maine,South Portland, Write-ins,WRI,0
Maine,Standish,Sara Gideon,DEM,2207
Maine,Standish,Lisa Savage,IND,233
Maine,Standish,Max Linn,IND,93
Maine,Standish, Write-ins,WRI,1
Maine,Westbrook,Susan Collins,REP,4381
Maine,Westbrook,Lisa Savage,IND,714
Maine,Westbrook,Max Linn,IND,170
Maine,Westbrook, Write-ins,WRI,2
Maine,Windham,Sara Gideon,DEM,4617
Maine,Windham,Lisa Savage,IND,522
Maine,Windham,Max Linn,IND,184
Maine,Windham, Write-ins,WRI,1
Maine,Yarmouth,Susan Collins,REP,2136
Maine,Yarmouth,Lisa Savage,IND,265
Maine,Yarmouth,Max Linn,IND,105
Maine,Yarmouth, Write-ins,WRI,0
Maine,Avon,Sara Gideon,DEM,74
Maine,Avon,Lisa Savage,IND,11
Maine,Avon,Max Linn,IND,4
Maine,Avon, Write-ins,WRI,0
Maine,Carrabassett Valley,Susan Collins,REP,231
Maine,Carrabassett Valley,Lisa Savage,IND,21
Maine,Carrabassett Valley,Max Linn,IND,6
Maine,Carrabassett Valley, Write-ins,WRI,0
Maine,Carthage,Sara Gideon,DEM,67
Maine,Carthage,Max Linn,IND,11
Maine,Carthage,Lisa Savage,IND,10
Maine,Carthage, Write-ins,WRI,0
Maine,Chesterville,Sara Gideon,DEM,245
Maine,Chesterville,Lisa Savage,IND,51
Maine,Chesterville,Max Linn,IND,17
Maine,Chesterville, Write-ins,WRI,0
Maine,Coplin Plt.,Sara Gideon,DEM,34
Maine,Coplin Plt.,Lisa Savage,IND,12
Maine,Coplin Plt.,Max Linn,IND,1
Maine,Coplin Plt., Write-ins,WRI,0
Maine,Dallas Plt.,Sara Gideon,DEM,81
Maine,Dallas Plt.,Lisa Savage,IND,5
Maine,Dallas Plt.,Max Linn,IND,4
Maine,Dallas Plt., Write-ins,WRI,0
Maine,Eustis,Sara Gideon,DEM,133
Maine,Eustis,Lisa Savage,IND,31
Maine,Eustis,Max Linn,IND,7
Maine,Eustis, Write-ins,WRI,0
Maine,Farmington,Sara Gideon,DEM,1752
Maine,Farmington,Lisa Savage,IND,252
Maine,Farmington,Max Linn,IND,73
Maine,Farmington, Write-ins,WRI,0
Maine,Industry,Sara Gideon,DEM,180
Maine,Industry,Lisa Savage,IND,38
Maine,Industry,Max Linn,IND,10
Maine,Industry, Write-ins,WRI,0
Maine,Jay,Sara Gideon,DEM,974
Maine,Jay,Lisa Savage,IND,130
Maine,Jay,Max Linn,IND,59
Maine,Jay, Write-ins,WRI,0
Maine,Kingfield,Sara Gideon,DEM,327
Maine,Kingfield,Lisa Savage,IND,53
Maine,Kingfield,Max Linn,IND,9
Maine,Kingfield, Write-ins,WRI,0
Maine,New Sharon,Sara Gideon,DEM,283
Maine,New Sharon,Lisa Savage,IND,81
Maine,New Sharon,Max Linn,IND,23
Maine,New Sharon, Write-ins,WRI,0
Maine,New Vineyard,Sara Gideon,DEM,105
Maine,New Vineyard,Lisa Savage,IND,39
Maine,New Vineyard,Max Linn,IND,11
Maine,New Vineyard, Write-ins,WRI,0
Maine,Phillips,Sara Gideon,DEM,202
Maine,Phillips,Lisa Savage,IND,36
Maine,Phillips,Max Linn,IND,7
Maine,Phillips, Write-ins,WRI,0
Maine,Rangeley,Sara Gideon,DEM,216
Maine,Rangeley,Lisa Savage,IND,23
Maine,Rangeley,Max Linn,IND,4
Maine,Rangeley, Write-ins,WRI,0
Maine,Rangeley Plt.,Sara Gideon,DEM,46
Maine,Rangeley Plt.,Lisa Savage,IND,3
Maine,Rangeley Plt.,Max Linn,IND,2
Maine,Rangeley Plt., Write-ins,WRI,0
Maine,Sandy River Plt.,Susan Collins,REP,49
Maine,Sandy River Plt.,Lisa Savage,IND,3
Maine,Sandy River Plt.,Max Linn,IND,2
Maine,Sandy River Plt., Write-ins,WRI,0
Maine,Strong,Sara Gideon,DEM,185
Maine,Strong,Lisa Savage,IND,38
Maine,Strong,Max Linn,IND,19
Maine,Strong, Write-ins,WRI,0
Maine,Temple,Sara Gideon,DEM,134
Maine,Temple,Lisa Savage,IND,22
Maine,Temple,Max Linn,IND,9
Maine,Temple, Write-ins,WRI,0
Maine,Weld,Sara Gideon,DEM,114
Maine,Weld,Lisa Savage,IND,15
Maine,Weld,Max Linn,IND,5
Maine,Weld, Write-ins,WRI,0
Maine,Wilton,Sara Gideon,DEM,773
Maine,Wilton,Lisa Savage,IND,92
Maine,Wilton,Max Linn,IND,39
Maine,Wilton, Write-ins,WRI,0
Maine,Amherst,Sara Gideon,DEM,51
Maine,Amherst,Lisa Savage,IND,6
Maine,Amherst,Max Linn,IND,1
Maine,Amherst, Write-ins,WRI,0
Maine,Aurora,Sara Gideon,DEM,22
Maine,Aurora,Lisa Savage,IND,3
Maine,Aurora,Max Linn,IND,2
Maine,Aurora, Write-ins,WRI,0
Maine,Bar Harbor,Susan Collins,REP,1035
Maine,Bar Harbor,Lisa Savage,IND,221
Maine,Bar Harbor,Max Linn,IND,55
Maine,Bar Harbor, Write-ins,WRI,0
Maine,Blue Hill,Susan Collins,REP,752
Maine,Blue Hill,Lisa Savage,IND,118
Maine,Blue Hill,Max Linn,IND,23
Maine,Blue Hill, Write-ins,WRI,0
Maine,Brooklin,Susan Collins,REP,231
Maine,Brooklin,Lisa Savage,IND,36
Maine,Brooklin,Max Linn,IND,12
Maine,Brooklin, Write-ins,WRI,0
Maine,Brooksville,Susan Collins,REP,277
Maine,Brooksville,Lisa Savage,IND,64
Maine,Brooksville,Max Linn,IND,7
Maine,Brooksville, Write-ins,WRI,0
Maine,Bucksport,Sara Gideon,DEM,949
Maine,Bucksport,Lisa Savage,IND,129
Maine,Bucksport,Max Linn,IND,75
Maine,Bucksport, Write-ins,WRI,0
Maine,Castine,Susan Collins,REP,179
Maine,Castine,Lisa Savage,IND,23
Maine,Castine,Max Linn,IND,7
Maine,Castine, Write-ins,WRI,0
Maine,Cranberry Isles,Susan Collins,REP,52
Maine,Cranberry Isles,Lisa Savage,IND,12
Maine,Cranberry Isles,Max Linn,IND,6
Maine,Cranberry Isles, Write-ins,WRI,0
Maine,Dedham,Sara Gideon,DEM,424
Maine,Dedham,Lisa Savage,IND,39
Maine,Dedham,Max Linn,IND,27
Maine,Dedham, Write-ins,WRI,0
Maine,Deer Isle,Susan Collins,REP,589
Maine,Deer Isle,Lisa Savage,IND,65
Maine,Deer Isle,Max Linn,IND,16
Maine,Deer Isle, Write-ins,WRI,0
Maine,Eastbrook,Sara Gideon,DEM,42
Maine,Eastbrook,Max Linn,IND,13
Maine,Eastbrook,Lisa Savage,IND,7
Maine,Eastbrook, Write-ins,WRI,0
Maine,Ellsworth,Sara Gideon,DEM,1809
Maine,Ellsworth,Lisa Savage,IND,240
Maine,Ellsworth,Max Linn,IND,136
Maine,Ellsworth, Write-ins,WRI,2
Maine,Franklin,Sara Gideon,DEM,288
Maine,Franklin,Lisa Savage,IND,46
Maine,Franklin,Max Linn,IND,22
Maine,Franklin, Write-ins,WRI,0
Maine,Frenchboro,Sara Gideon,DEM,11
Maine,Frenchboro,Max Linn,IND,0
Maine,Frenchboro,Lisa Savage,IND,0
Maine,Frenchboro, Write-ins,WRI,0
Maine,Gouldsboro,Sara Gideon,DEM,378
Maine,Gouldsboro,Lisa Savage,IND,35
Maine,Gouldsboro,Max Linn,IND,18
Maine,Gouldsboro, Write-ins,WRI,0
Maine,Great Pond,Sara Gideon,DEM,14
Maine,Great Pond,Lisa Savage,IND,2
Maine,Great Pond,Max Linn,IND,0
Maine,Great Pond, Write-ins,WRI,0
Maine,Hancock,Sara Gideon,DEM,482
Maine,Hancock,Lisa Savage,IND,66
Maine,Hancock,Max Linn,IND,34
Maine,Hancock, Write-ins,WRI,0
Maine,Lamoine,Sara Gideon,DEM,482
Maine,Lamoine,Lisa Savage,IND,57
Maine,Lamoine,Max Linn,IND,22
Maine,Lamoine, Write-ins,WRI,0
Maine,Mariaville,Sara Gideon,DEM,84
Maine,Mariaville,Max Linn,IND,12
Maine,Mariaville,Lisa Savage,IND,7
Maine,Mariaville, Write-ins,WRI,0
Maine,Mount Desert,Susan Collins,REP,506
Maine,Mount Desert,Lisa Savage,IND,86
Maine,Mount Desert,Max Linn,IND,21
Maine,Mount Desert, Write-ins,WRI,2
Maine,Orland,Sara Gideon,DEM,537
Maine,Orland,Lisa Savage,IND,74
Maine,Orland,Max Linn,IND,24
Maine,Orland, Write-ins,WRI,1
Maine,Osborn,Sara Gideon,DEM,5
Maine,Osborn,Lisa Savage,IND,2
Maine,Osborn,Max Linn,IND,1
Maine,Osborn, Write-ins,WRI,0
Maine,Otis,Sara Gideon,DEM,110
Maine,Otis,Max Linn,IND,10
Maine,Otis,Lisa Savage,IND,7
Maine,Otis, Write-ins,WRI,0
Maine,Penobscot,Sara Gideon,DEM,372
Maine,Penobscot,Lisa Savage,IND,78
Maine,Penobscot,Max Linn,IND,15
Maine,Penobscot, Write-ins,WRI,2
Maine,Sedgwick,Susan Collins,REP,371
Maine,Sedgwick,Lisa Savage,IND,47
Maine,Sedgwick,Max Linn,IND,8
Maine,Sedgwick, Write-ins,WRI,0
Maine,Sorrento,Sara Gideon,DEM,72
Maine,Sorrento,Lisa Savage,IND,10
Maine,Sorrento,Max Linn,IND,3
Maine,Sorrento, Write-ins,WRI,0
Maine,Southwest Harbor,Susan Collins,REP,449
Maine,Southwest Harbor,Lisa Savage,IND,65
Maine,Southwest Harbor,Max Linn,IND,29
Maine,Southwest Harbor, Write-ins,WRI,0
Maine,Stonington,Susan Collins,REP,265
Maine,Stonington,Lisa Savage,IND,42
Maine,Stonington,Max Linn,IND,8
Maine,Stonington, Write-ins,WRI,0
Maine,Sullivan,Sara Gideon,DEM,276
Maine,Sullivan,Lisa Savage,IND,31
Maine,Sullivan,Max Linn,IND,18
Maine,Sullivan, Write-ins,WRI,0
Maine,Surry,Sara Gideon,DEM,471
Maine,Surry,Lisa Savage,IND,58
Maine,Surry,Max Linn,IND,25
Maine,Surry, Write-ins,WRI,0
Maine,Swan's Island,Sara Gideon,DEM,96
Maine,Swan's Island,Max Linn,IND,8
Maine,Swan's Island,Lisa Savage,IND,6
Maine,Swan's Island, Write-ins,WRI,0
Maine,Tremont,Sara Gideon,DEM,467
Maine,Tremont,Lisa Savage,IND,54
Maine,Tremont,Max Linn,IND,34
Maine,Tremont, Write-ins,WRI,0
Maine,Trenton,Sara Gideon,DEM,379
Maine,Trenton,Lisa Savage,IND,54
Maine,Trenton,Max Linn,IND,22
Maine,Trenton, Write-ins,WRI,1
Maine,Verona,Sara Gideon,DEM,114
Maine,Verona,Lisa Savage,IND,15
Maine,Verona,Max Linn,IND,9
Maine,Verona, Write-ins,WRI,0
Maine,Waltham,Sara Gideon,DEM,52
Maine,Waltham,Max Linn,IND,5
Maine,Waltham,Lisa Savage,IND,3
Maine,Waltham, Write-ins,WRI,0
Maine,Winter Harbor,Sara Gideon,DEM,116
Maine,Winter Harbor,Lisa Savage,IND,11
Maine,Winter Harbor,Max Linn,IND,7
Maine,Winter Harbor, Write-ins,WRI,0
Maine,Albion,Sara Gideon,DEM,286
Maine,Albion,Lisa Savage,IND,49
Maine,Albion,Max Linn,IND,22
Maine,Albion, Write-ins,WRI,0
Maine,Augusta,Sara Gideon,DEM,4251
Maine,Augusta,Lisa Savage,IND,468
Maine,Augusta,Max Linn,IND,207
Maine,Augusta, Write-ins,WRI,3
Maine,Belgrade,Sara Gideon,DEM,781
Maine,Belgrade,Lisa Savage,IND,96
Maine,Belgrade,Max Linn,IND,33
Maine,Belgrade, Write-ins,WRI,2
Maine,Benton,Sara Gideon,DEM,467
Maine,Benton,Lisa Savage,IND,77
Maine,Benton,Max Linn,IND,35
Maine,Benton, Write-ins,WRI,0
Maine,Chelsea,Sara Gideon,DEM,459
Maine,Chelsea,Lisa Savage,IND,74
Maine,Chelsea,Max Linn,IND,29
Maine,Chelsea, Write-ins,WRI,0
Maine,China,Sara Gideon,DEM,859
Maine,China,Lisa Savage,IND,114
Maine,China,Max Linn,IND,42
Maine,China, Write-ins,WRI,0
Maine,Clinton,Sara Gideon,DEM,502
Maine,Clinton,Lisa Savage,IND,93
Maine,Clinton,Max Linn,IND,38
Maine,Clinton, Write-ins,WRI,0
Maine,Farmingdale,Sara Gideon,DEM,713
Maine,Farmingdale,Lisa Savage,IND,79
Maine,Farmingdale,Max Linn,IND,38
Maine,Farmingdale, Write-ins,WRI,0
Maine,Fayette,Sara Gideon,DEM,318
Maine,Fayette,Lisa Savage,IND,43
Maine,Fayette,Max Linn,IND,13
Maine,Fayette, Write-ins,WRI,0
Maine,Gardiner,Sara Gideon,DEM,1389
Maine,Gardiner,Lisa Savage,IND,159
Maine,Gardiner,Max Linn,IND,52
Maine,Gardiner, Write-ins,WRI,0
Maine,Hallowell,Susan Collins,REP,574
Maine,Hallowell,Lisa Savage,IND,150
Maine,Hallowell,Max Linn,IND,17
Maine,Hallowell, Write-ins,WRI,0
Maine,Litchfield,Sara Gideon,DEM,623
Maine,Litchfield,Lisa Savage,IND,102
Maine,Litchfield,Max Linn,IND,45
Maine,Litchfield, Write-ins,WRI,1
Maine,Manchester,Sara Gideon,DEM,624
Maine,Manchester,Lisa Savage,IND,54
Maine,Manchester,Max Linn,IND,32
Maine,Manchester, Write-ins,WRI,0
Maine,Monmouth,Sara Gideon,DEM,859
Maine,Monmouth,Lisa Savage,IND,113
Maine,Monmouth,Max Linn,IND,40
Maine,Monmouth, Write-ins,WRI,0
Maine,Mount Vernon,Sara Gideon,DEM,463
Maine,Mount Vernon,Lisa Savage,IND,54
Maine,Mount Vernon,Max Linn,IND,11
Maine,Mount Vernon, Write-ins,WRI,0
Maine,Oakland,Sara Gideon,DEM,1261
Maine,Oakland,Lisa Savage,IND,192
Maine,Oakland,Max Linn,IND,64
Maine,Oakland, Write-ins,WRI,0
Maine,Pittston,Sara Gideon,DEM,539
Maine,Pittston,Lisa Savage,IND,60
Maine,Pittston,Max Linn,IND,29
Maine,Pittston, Write-ins,WRI,0
Maine,Randolph,Sara Gideon,DEM,378
Maine,Randolph,Lisa Savage,IND,37
Maine,Randolph,Max Linn,IND,22
Maine,Randolph, Write-ins,WRI,0
Maine,Readfield,Sara Gideon,DEM,761
Maine,Readfield,Lisa Savage,IND,89
Maine,Readfield,Max Linn,IND,31
Maine,Readfield, Write-ins,WRI,1
Maine,Rome,Sara Gideon,DEM,258
Maine,Rome,Lisa Savage,IND,29
Maine,Rome,Max Linn,IND,15
Maine,Rome, Write-ins,WRI,0
Maine,Sidney,Sara Gideon,DEM,897
Maine,Sidney,Lisa Savage,IND,113
Maine,Sidney,Max Linn,IND,53
Maine,Sidney, Write-ins,WRI,0
Maine,Unity,Sara Gideon,DEM,358
Maine,Unity,Lisa Savage,IND,59
Maine,Unity,Max Linn,IND,16
Maine,Unity, Write-ins,WRI,0
Maine,Vassalboro,Sara Gideon,DEM,833
Maine,Vassalboro,Lisa Savage,IND,94
Maine,Vassalboro,Max Linn,IND,50
Maine,Vassalboro, Write-ins,WRI,0
Maine,Vienna,Sara Gideon,DEM,143
Maine,Vienna,Lisa Savage,IND,35
Maine,Vienna,Max Linn,IND,8
Maine,Vienna, Write-ins,WRI,0
Maine,Waterville,Susan Collins,REP,3071
Maine,Waterville,Lisa Savage,IND,460
Maine,Waterville,Max Linn,IND,153
Maine,Waterville, Write-ins,WRI,3
Maine,Wayne,Sara Gideon,DEM,403
Maine,Wayne,Lisa Savage,IND,46
Maine,Wayne,Max Linn,IND,13
Maine,Wayne, Write-ins,WRI,0
Maine,West Gardiner,Sara Gideon,DEM,756
Maine,West Gardiner,Lisa Savage,IND,85
Maine,West Gardiner,Max Linn,IND,42
Maine,West Gardiner, Write-ins,WRI,0
Maine,Windsor,Sara Gideon,DEM,360
Maine,Windsor,Lisa Savage,IND,70
Maine,Windsor,Max Linn,IND,35
Maine,Windsor, Write-ins,WRI,0
Maine,Winslow,Sara Gideon,DEM,1668
Maine,Winslow,Lisa Savage,IND,205
Maine,Winslow,Max Linn,IND,89
Maine,Winslow, Write-ins,WRI,0
Maine,Winthrop,Sara Gideon,DEM,1562
Maine,Winthrop,Lisa Savage,IND,167
Maine,Winthrop,Max Linn,IND,66
Maine,Winthrop, Write-ins,WRI,0
Maine,Appleton,Sara Gideon,DEM,367
Maine,Appleton,Lisa Savage,IND,76
Maine,Appleton,Max Linn,IND,17
Maine,Appleton, Write-ins,WRI,0
Maine,Camden,Susan Collins,REP,1098
Maine,Camden,Lisa Savage,IND,208
Maine,Camden,Max Linn,IND,33
Maine,Camden, Write-ins,WRI,0
Maine,Cushing,Sara Gideon,DEM,339
Maine,Cushing,Lisa Savage,IND,28
Maine,Cushing,Max Linn,IND,24
Maine,Cushing, Write-ins,WRI,0
Maine,Friendship,Sara Gideon,DEM,241
Maine,Friendship,Lisa Savage,IND,25
Maine,Friendship,Max Linn,IND,10
Maine,Friendship, Write-ins,WRI,0
Maine,Hope,Susan Collins,REP,486
Maine,Hope,Lisa Savage,IND,79
Maine,Hope,Max Linn,IND,18
Maine,Hope, Write-ins,WRI,0
Maine,Isle Au Haut,Susan Collins,REP,16
Maine,Isle Au Haut,Max Linn,IND,2
Maine,Isle Au Haut,Lisa Savage,IND,1
Maine,Isle Au Haut, Write-ins,WRI,0
Maine,Matinicus Isle Plt.,Sara Gideon,DEM,23
Maine,Matinicus Isle Plt.,Lisa Savage,IND,3
Maine,Matinicus Isle Plt.,Max Linn,IND,0
Maine,Matinicus Isle Plt., Write-ins,WRI,0
Maine,North Haven,Susan Collins,REP,117
Maine,North Haven,Lisa Savage,IND,16
Maine,North Haven,Max Linn,IND,3
Maine,North Haven, Write-ins,WRI,0
Maine,Owl's Head,Sara Gideon,DEM,459
Maine,Owl's Head,Lisa Savage,IND,56
Maine,Owl's Head,Max Linn,IND,13
Maine,Owl's Head, Write-ins,WRI,0
Maine,Rockland,Susan Collins,REP,1550
Maine,Rockland,Lisa Savage,IND,300
Maine,Rockland,Max Linn,IND,80
Maine,Rockland, Write-ins,WRI,2
Maine,Rockport,Susan Collins,REP,996
Maine,Rockport,Lisa Savage,IND,124
Maine,Rockport,Max Linn,IND,31
Maine,Rockport, Write-ins,WRI,0
Maine,St. George,Susan Collins,REP,805
Maine,St. George,Lisa Savage,IND,91
Maine,St. George,Max Linn,IND,20
Maine,St. George, Write-ins,WRI,0
Maine,South Thomaston,Sara Gideon,DEM,468
Maine,South Thomaston,Lisa Savage,IND,42
Maine,South Thomaston,Max Linn,IND,13
Maine,South Thomaston, Write-ins,WRI,0
Maine,Thomaston,Sara Gideon,DEM,704
Maine,Thomaston,Lisa Savage,IND,105
Maine,Thomaston,Max Linn,IND,36
Maine,Thomaston, Write-ins,WRI,0
Maine,Union,Sara Gideon,DEM,547
Maine,Union,Lisa Savage,IND,87
Maine,Union,Max Linn,IND,22
Maine,Union, Write-ins,WRI,0
Maine,Vinalhaven,Susan Collins,REP,344
Maine,Vinalhaven,Lisa Savage,IND,32
Maine,Vinalhaven,Max Linn,IND,11
Maine,Vinalhaven, Write-ins,WRI,0
Maine,Warren,Sara Gideon,DEM,685
Maine,Warren,Lisa Savage,IND,131
Maine,Warren,Max Linn,IND,43
Maine,Warren, Write-ins,WRI,1
Maine,Washington,Sara Gideon,DEM,317
Maine,Washington,Lisa Savage,IND,57
Maine,Washington,Max Linn,IND,23
Maine,Washington, Write-ins,WRI,0
Maine,Alna,Susan Collins,REP,213
Maine,Alna,Lisa Savage,IND,41
Maine,Alna,Max Linn,IND,4
Maine,Alna, Write-ins,WRI,0
Maine,Boothbay,Sara Gideon,DEM,998
Maine,Boothbay,Lisa Savage,IND,66
Maine,Boothbay,Max Linn,IND,29
Maine,Boothbay, Write-ins,WRI,0
Maine,Boothbay Harbor,Sara Gideon,DEM,646
Maine,Boothbay Harbor,Lisa Savage,IND,36
Maine,Boothbay Harbor,Max Linn,IND,18
Maine,Boothbay Harbor, Write-ins,WRI,0
Maine,Bremen,Susan Collins,REP,224
Maine,Bremen,Lisa Savage,IND,40
Maine,Bremen,Max Linn,IND,4
Maine,Bremen, Write-ins,WRI,0
Maine,Bristol,Sara Gideon,DEM,982
Maine,Bristol,Lisa Savage,IND,82
Maine,Bristol,Max Linn,IND,33
Maine,Bristol, Write-ins,WRI,0
Maine,Damariscotta,Susan Collins,REP,601
Maine,Damariscotta,Lisa Savage,IND,65
Maine,Damariscotta,Max Linn,IND,16
Maine,Damariscotta, Write-ins,WRI,0
Maine,Dresden,Sara Gideon,DEM,439
Maine,Dresden,Lisa Savage,IND,57
Maine,Dresden,Max Linn,IND,17
Maine,Dresden, Write-ins,WRI,1
Maine,Edgecomb,Susan Collins,REP,413
Maine,Edgecomb,Lisa Savage,IND,35
Maine,Edgecomb,Max Linn,IND,11
Maine,Edgecomb, Write-ins,WRI,1
Maine,Jefferson,Sara Gideon,DEM,535
Maine,Jefferson,Lisa Savage,IND,70
Maine,Jefferson,Max Linn,IND,36
Maine,Jefferson, Write-ins,WRI,0
Maine,Monhegan Plt.,Lisa Savage,IND,11
Maine,Monhegan Plt.,Susan Collins,REP,7
Maine,Monhegan Plt.,Max Linn,IND,1
Maine,Monhegan Plt., Write-ins,WRI,0
Maine,Newcastle,Susan Collins,REP,501
Maine,Newcastle,Lisa Savage,IND,86
Maine,Newcastle,Max Linn,IND,17
Maine,Newcastle, Write-ins,WRI,0
Maine,Nobleboro,Sara Gideon,DEM,589
Maine,Nobleboro,Lisa Savage,IND,60
Maine,Nobleboro,Max Linn,IND,13
Maine,Nobleboro, Write-ins,WRI,0
Maine,Somerville,Sara Gideon,DEM,107
Maine,Somerville,Lisa Savage,IND,16
Maine,Somerville,Max Linn,IND,13
Maine,Somerville, Write-ins,WRI,0
Maine,South Bristol,Susan Collins,REP,329
Maine,South Bristol,Lisa Savage,IND,20
Maine,South Bristol,Max Linn,IND,9
Maine,South Bristol, Write-ins,WRI,0
Maine,Southport,Sara Gideon,DEM,220
Maine,Southport,Lisa Savage,IND,13
Maine,Southport,Max Linn,IND,3
Maine,Southport, Write-ins,WRI,1
Maine,Waldoboro,Sara Gideon,DEM,1012
Maine,Waldoboro,Lisa Savage,IND,157
Maine,Waldoboro,Max Linn,IND,60
Maine,Waldoboro, Write-ins,WRI,0
Maine,Westport,Sara Gideon,DEM,240
Maine,Westport,Lisa Savage,IND,27
Maine,Westport,Max Linn,IND,5
Maine,Westport, Write-ins,WRI,0
Maine,Whitefield,Sara Gideon,DEM,514
Maine,Whitefield,Lisa Savage,IND,96
Maine,Whitefield,Max Linn,IND,32
Maine,Whitefield, Write-ins,WRI,0
Maine,Wiscasset,Sara Gideon,DEM,863
Maine,Wiscasset,Lisa Savage,IND,133
Maine,Wiscasset,Max Linn,IND,28
Maine,Wiscasset, Write-ins,WRI,0
Maine,Andover,Sara Gideon,DEM,190
Maine,Andover,Lisa Savage,IND,27
Maine,Andover,Max Linn,IND,17
Maine,Andover, Write-ins,WRI,0
Maine,Bethel,Sara Gideon,DEM,815
Maine,Bethel,Lisa Savage,IND,83
Maine,Bethel,Max Linn,IND,22
Maine,Bethel, Write-ins,WRI,0
Maine,Brownfield,Sara Gideon,DEM,386
Maine,Brownfield,Lisa Savage,IND,34
Maine,Brownfield,Max Linn,IND,13
Maine,Brownfield, Write-ins,WRI,1
Maine,Buckfield,Sara Gideon,DEM,345
Maine,Buckfield,Lisa Savage,IND,32
Maine,Buckfield,Max Linn,IND,19
Maine,Buckfield, Write-ins,WRI,1
Maine,Byron,Sara Gideon,DEM,26
Maine,Byron,Lisa Savage,IND,4
Maine,Byron,Max Linn,IND,0
Maine,Byron, Write-ins,WRI,0
Maine,Canton,Sara Gideon,DEM,126
Maine,Canton,Lisa Savage,IND,19
Maine,Canton,Max Linn,IND,14
Maine,Canton, Write-ins,WRI,0
Maine,Denmark,Sara Gideon,DEM,311
Maine,Denmark,Lisa Savage,IND,36
Maine,Denmark,Max Linn,IND,9
Maine,Denmark, Write-ins,WRI,0
Maine,Dixfield,Sara Gideon,DEM,354
Maine,Dixfield,Lisa Savage,IND,64
Maine,Dixfield,Max Linn,IND,30
Maine,Dixfield, Write-ins,WRI,0
Maine,Fryeburg,Sara Gideon,DEM,880
Maine,Fryeburg,Lisa Savage,IND,68
Maine,Fryeburg,Max Linn,IND,34
Maine,Fryeburg, Write-ins,WRI,0
Maine,Gilead,Sara Gideon,DEM,44
Maine,Gilead,Lisa Savage,IND,7
Maine,Gilead,Max Linn,IND,0
Maine,Gilead, Write-ins,WRI,0
Maine,Greenwood,Sara Gideon,DEM,215
Maine,Greenwood,Lisa Savage,IND,25
Maine,Greenwood,Max Linn,IND,10
Maine,Greenwood, Write-ins,WRI,0
Maine,Hanover,Sara Gideon,DEM,86
Maine,Hanover,Max Linn,IND,5
Maine,Hanover,Lisa Savage,IND,4
Maine,Hanover, Write-ins,WRI,0
Maine,Hartford,Sara Gideon,DEM,216
Maine,Hartford,Lisa Savage,IND,30
Maine,Hartford,Max Linn,IND,15
Maine,Hartford, Write-ins,WRI,0
Maine,Hebron,Sara Gideon,DEM,223
Maine,Hebron,Lisa Savage,IND,34
Maine,Hebron,Max Linn,IND,23
Maine,Hebron, Write-ins,WRI,0
Maine,Hiram,Sara Gideon,DEM,288
Maine,Hiram,Lisa Savage,IND,54
Maine,Hiram,Max Linn,IND,24
Maine,Hiram, Write-ins,WRI,0
Maine,Lincoln Plt.,Sara Gideon,DEM,7
Maine,Lincoln Plt., Write-ins,WRI,1
Maine,Lincoln Plt.,Max Linn,IND,0
Maine,Lincoln Plt.,Lisa Savage,IND,0
Maine,Lovell,Sara Gideon,DEM,317
Maine,Lovell,Lisa Savage,IND,33
Maine,Lovell,Max Linn,IND,5
Maine,Lovell, Write-ins,WRI,0
Maine,Magalloway Plt.,Sara Gideon,DEM,5
Maine,Magalloway Plt.,Lisa Savage,IND,3
Maine,Magalloway Plt.,Max Linn,IND,0
Maine,Magalloway Plt., Write-ins,WRI,0
Maine,Mexico,Sara Gideon,DEM,456
Maine,Mexico,Lisa Savage,IND,53
Maine,Mexico,Max Linn,IND,29
Maine,Mexico, Write-ins,WRI,0
Maine,Newry,Susan Collins,REP,136
Maine,Newry,Lisa Savage,IND,14
Maine,Newry,Max Linn,IND,1
Maine,Newry, Write-ins,WRI,0
Maine,Norway,Sara Gideon,DEM,1149
Maine,Norway,Lisa Savage,IND,136
Maine,Norway,Max Linn,IND,60
Maine,Norway, Write-ins,WRI,0
Maine,Otisfield,Sara Gideon,DEM,431
Maine,Otisfield,Lisa Savage,IND,44
Maine,Otisfield,Max Linn,IND,10
Maine,Otisfield, Write-ins,WRI,0
